"189.168","EMAIndecator","2022-12-04T04:00Z"
"188.246","EMAIndecator","2022-12-05T04:00Z"
"186.847","EMAIndecator","2022-12-06T04:00Z"
"185.557","EMAIndecator","2022-12-07T04:00Z"
"184.906","EMAIndecator","2022-12-08T04:00Z"
"184.334","EMAIndecator","2022-12-09T04:00Z"
"183.896","EMAIndecator","2022-12-10T04:00Z"
"182.37","EMAIndecator","2022-12-11T04:00Z"
"180.319","EMAIndecator","2022-12-12T04:00Z"
"178.088","EMAIndecator","2022-12-13T04:00Z"
"176.154","EMAIndecator","2022-12-14T04:00Z"
"173.622","EMAIndecator","2022-12-15T04:00Z"
"171.373","EMAIndecator","2022-12-16T04:00Z"
"169.228","EMAIndecator","2022-12-17T04:00Z"
"167.408","EMAIndecator","2022-12-18T04:00Z"
"164.631","EMAIndecator","2022-12-19T04:00Z"
"162.106","EMAIndecator","2022-12-20T04:00Z"
"158.953","EMAIndecator","2022-12-21T04:00Z"
"155.516","EMAIndecator","2022-12-22T04:00Z"
"152.351","EMAIndecator","2022-12-23T04:00Z"
"149.575","EMAIndecator","2022-12-24T04:00Z"
"145.585","EMAIndecator","2022-12-26T04:00Z"
"142.519","EMAIndecator","2022-12-27T04:00Z"
"140.644","EMAIndecator","2022-12-28T04:00Z"
"138.959","EMAIndecator","2022-12-29T04:00Z"
"137.402","EMAIndecator","2022-12-30T04:00Z"
"136.108","EMAIndecator","2022-12-31T04:00Z"
"135.125","EMAIndecator","2023-01-01T04:00Z"
"132.531","EMAIndecator","2023-01-02T04:00Z"
"130.69","EMAIndecator","2023-01-03T04:00Z"
"128.727","EMAIndecator","2023-01-04T04:00Z"
"127.234","EMAIndecator","2023-01-05T04:00Z"
"125.873","EMAIndecator","2023-01-06T04:00Z"
"124.705","EMAIndecator","2023-01-07T04:00Z"
"124.252","EMAIndecator","2023-01-08T04:00Z"
"123.618","EMAIndecator","2023-01-09T04:00Z"
